ROWNUM,X,Y,FEEDER
24.4722121.8398,24.4722,121.8398,24.4722121.8398
24.4921121.8627,24.4921,121.8627,24.4921121.8627
24.5009121.8684,24.5009,121.8684,24.5009121.8684
24.5201121.8728,24.5201,121.8728,24.5201121.8728
24.5045121.8533,24.5045,121.8533,24.5045121.8533
24.5092121.8595,24.5092,121.8595,24.5092121.8595
24.5361121.8634,24.5361,121.8634,24.5361121.8634
24.5265121.8623,24.5265,121.8623,24.5265121.8623
24.5068121.8572,24.5068,121.8572,24.5068121.8572
24.5057121.8687,24.5057,121.8687,24.5057121.8687
24.4783121.8753,24.4783,121.8753,24.4783121.8753
24.4964121.8545,24.4964,121.8545,24.4964121.8545
24.5215121.8646,24.5215,121.8646,24.5215121.8646
24.3658121.938,24.3658,121.938,24.3658121.938
24.4763121.8529,24.4763,121.8529,24.4763121.8529
24.4289121.8722,24.4289,121.8722,24.4289121.8722
24.452121.8488,24.452,121.8488,24.452121.8488
24.5041121.847,24.5041,121.847,24.5041121.847
24.4717121.8468,24.4717,121.8468,24.4717121.8468
24.4643121.8614,24.4643,121.8614,24.4643121.8614
24.4714121.8331,24.4714,121.8331,24.4714121.8331
24.4971121.8388,24.4971,121.8388,24.4971121.8388
24.4532121.8416,24.4532,121.8416,24.4532121.8416
24.4567121.8665,24.4567,121.8665,24.4567121.8665
24.473121.8473,24.473,121.8473,24.473121.8473
24.481121.8511,24.481,121.8511,24.481121.8511
24.4642121.8574,24.4642,121.8574,24.4642121.8574
24.4877121.8604,24.4877,121.8604,24.4877121.8604
24.4767121.8717,24.4767,121.8717,24.4767121.8717
24.4609121.8901,24.4609,121.8901,24.4609121.8901
24.5008121.8726,24.5008,121.8726,24.5008121.8726
24.5113121.8663,24.5113,121.8663,24.5113121.8663
24.5078121.8434,24.5078,121.8434,24.5078121.8434
24.4761121.8823,24.4761,121.8823,24.4761121.8823
24.5124121.8657,24.5124,121.8657,24.5124121.8657
24.5164121.8624,24.5164,121.8624,24.5164121.8624
24.5139121.8708,24.5139,121.8708,24.5139121.8708
24.4094121.8182,24.4094,121.8182,24.4094121.8182
24.4104121.8223,24.4104,121.8223,24.4104121.8223
24.4051121.8137,24.4051,121.8137,24.4051121.8137
24.4196121.8347,24.4196,121.8347,24.4196121.8347
24.4279121.8388,24.4279,121.8388,24.4279121.8388
24.4455121.8448,24.4455,121.8448,24.4455121.8448
24.3712121.7946,24.3712,121.7946,24.3712121.7946
24.4109121.8212,24.4109,121.8212,24.4109121.8212
24.4248121.8143,24.4248,121.8143,24.4248121.8143
24.4424121.8215,24.4424,121.8215,24.4424121.8215
24.3997121.8281,24.3997,121.8281,24.3997121.8281
24.4472121.8273,24.4472,121.8273,24.4472121.8273
24.4289121.8114,24.4289,121.8114,24.4289121.8114
24.3611121.8076,24.3611,121.8076,24.3611121.8076
24.3958121.8268,24.3958,121.8268,24.3958121.8268
24.3733121.8153,24.3733,121.8153,24.3733121.8153
24.3781121.805,24.3781,121.805,24.3781121.805
24.3955121.8053,24.3955,121.8053,24.3955121.8053
24.4353121.8323,24.4353,121.8323,24.4353121.8323
24.4103121.8131,24.4103,121.8131,24.4103121.8131
24.3995121.8081,24.3995,121.8081,24.3995121.8081
24.449121.827,24.449,121.827,24.449121.827
24.4189121.8219,24.4189,121.8219,24.4189121.8219
24.4575121.8301,24.4575,121.8301,24.4575121.8301
24.4357121.8317,24.4357,121.8317,24.4357121.8317
24.4513121.8426,24.4513,121.8426,24.4513121.8426
24.426121.8188,24.426,121.8188,24.426121.8188
24.4682121.8388,24.4682,121.8388,24.4682121.8388
24.4096121.8297,24.4096,121.8297,24.4096121.8297
24.4178121.8423,24.4178,121.8423,24.4178121.8423
24.4295121.8237,24.4295,121.8237,24.4295121.8237
24.4118121.823,24.4118,121.823,24.4118121.823
24.4453121.836,24.4453,121.836,24.4453121.836
24.4276121.8407,24.4276,121.8407,24.4276121.8407
24.3888121.8271,24.3888,121.8271,24.3888121.8271
24.408121.8322,24.408,121.8322,24.408121.8322
24.3886121.849,24.3886,121.849,24.3886121.849
24.4277121.813,24.4277,121.813,24.4277121.813
24.4335121.8217,24.4335,121.8217,24.4335121.8217
24.4358121.8202,24.4358,121.8202,24.4358121.8202
24.438121.8286,24.438,121.8286,24.438121.8286
24.4473121.8442,24.4473,121.8442,24.4473121.8442
24.4587121.8455,24.4587,121.8455,24.4587121.8455
24.4654121.8338,24.4654,121.8338,24.4654121.8338
24.4593121.8399,24.4593,121.8399,24.4593121.8399
24.4116121.8137,24.4116,121.8137,24.4116121.8137
24.4421121.8393,24.4421,121.8393,24.4421121.8393
24.4485121.8327,24.4485,121.8327,24.4485121.8327
24.4524121.8334,24.4524,121.8334,24.4524121.8334
24.4521121.832,24.4521,121.832,24.4521121.832
24.452121.8384,24.452,121.8384,24.452121.8384
24.4052121.8241,24.4052,121.8241,24.4052121.8241
24.4084121.8082,24.4084,121.8082,24.4084121.8082
24.4032121.8157,24.4032,121.8157,24.4032121.8157
24.4594121.8375,24.4594,121.8375,24.4594121.8375
24.429121.8293,24.429,121.8293,24.429121.8293
24.4344121.8323,24.4344,121.8323,24.4344121.8323
24.3842121.8104,24.3842,121.8104,24.3842121.8104
24.3842121.8104,24.3842,121.8104,24.3842121.8104
24.4231121.8184,24.4231,121.8184,24.4231121.8184
24.3925121.8031,24.3925,121.8031,24.3925121.8031
24.4258121.8142,24.4258,121.8142,24.4258121.8142
24.4118121.8257,24.4118,121.8257,24.4118121.8257
24.4077121.8155,24.4077,121.8155,24.4077121.8155
24.3949121.8161,24.3949,121.8161,24.3949121.8161
24.3841121.8109,24.3841,121.8109,24.3841121.8109
24.399121.802,24.399,121.802,24.399121.802
24.3791121.8096,24.3791,121.8096,24.3791121.8096
24.3901121.8031,24.3901,121.8031,24.3901121.8031
24.3817121.807,24.3817,121.807,24.3817121.807
24.3852121.8155,24.3852,121.8155,24.3852121.8155
24.3812121.8135,24.3812,121.8135,24.3812121.8135
24.3943121.8057,24.3943,121.8057,24.3943121.8057
24.3859121.7953,24.3859,121.7953,24.3859121.7953
24.3962121.7998,24.3962,121.7998,24.3962121.7998
24.3958121.7979,24.3958,121.7979,24.3958121.7979
24.3573121.7966,24.3573,121.7966,24.3573121.7966
24.406121.8181,24.406,121.8181,24.406121.8181
24.3752121.7926,24.3752,121.7926,24.3752121.7926
24.3783121.794,24.3783,121.794,24.3783121.794
24.3598121.7924,24.3598,121.7924,24.3598121.7924
24.3691121.7956,24.3691,121.7956,24.3691121.7956
24.3765121.7883,24.3765,121.7883,24.3765121.7883
24.3854121.8118,24.3854,121.8118,24.3854121.8118
24.3158121.7668,24.3158,121.7668,24.3158121.7668
24.3049121.7682,24.3049,121.7682,24.3049121.7682
24.3099121.7647,24.3099,121.7647,24.3099121.7647
24.326121.7719,24.326,121.7719,24.326121.7719
24.3108121.7868,24.3108,121.7868,24.3108121.7868
24.3414121.799,24.3414,121.799,24.3414121.799
24.3624121.7921,24.3624,121.7921,24.3624121.7921
24.3683121.7758,24.3683,121.7758,24.3683121.7758
24.3694121.7762,24.3694,121.7762,24.3694121.7762
24.3302121.7885,24.3302,121.7885,24.3302121.7885
24.3471121.7968,24.3471,121.7968,24.3471121.7968
24.3095121.8141,24.3095,121.8141,24.3095121.8141
24.444121.832,24.444,121.832,24.444121.832
24.4547121.83,24.4547,121.83,24.4547121.83
24.4595121.8348,24.4595,121.8348,24.4595121.8348
24.5257121.8885,24.5257,121.8885,24.5257121.8885
24.5474121.8778,24.5474,121.8778,24.5474121.8778
24.5489121.8634,24.5489,121.8634,24.5489121.8634
24.5374121.8692,24.5374,121.8692,24.5374121.8692
24.5148121.8796,24.5148,121.8796,24.5148121.8796
24.5187121.8636,24.5187,121.8636,24.5187121.8636
24.5279121.8673,24.5279,121.8673,24.5279121.8673
24.7281121.9554,24.7281,121.9554,24.7281121.9554
24.7261121.9679,24.7261,121.9679,24.7261121.9679
24.6726121.9302,24.6726,121.9302,24.6726121.9302
24.5198121.881,24.5198,121.881,24.5198121.881
24.5376121.8655,24.5376,121.8655,24.5376121.8655
24.7502121.9778,24.7502,121.9778,24.7502121.9778
24.7709121.9705,24.7709,121.9705,24.7709121.9705
24.7659121.99,24.7659,121.99,24.7659121.99
24.7364121.9629,24.7364,121.9629,24.7364121.9629
24.7591121.9759,24.7591,121.9759,24.7591121.9759
24.7314121.9496,24.7314,121.9496,24.7314121.9496
24.7191121.9573,24.7191,121.9573,24.7191121.9573
24.5864121.8969,24.5864,121.8969,24.5864121.8969
24.5744121.8916,24.5744,121.8916,24.5744121.8916
24.6094121.8675,24.6094,121.8675,24.6094121.8675
24.6094121.8675,24.6094,121.8675,24.6094121.8675
24.3797121.8337,24.3797,121.8337,24.3797121.8337
24.3721121.8296,24.3721,121.8296,24.3721121.8296
24.387121.8032,24.387,121.8032,24.387121.8032
24.8053122.0286,24.8053,122.0286,24.8053122.0286
24.8192121.997,24.8192,121.997,24.8192121.997
24.7925122.0326,24.7925,122.0326,24.7925122.0326
24.8292122.0133,24.8292,122.0133,24.8292122.0133
24.811122.0175,24.811,122.0175,24.811122.0175
24.7554121.9759,24.7554,121.9759,24.7554121.9759
24.8026121.9843,24.8026,121.9843,24.8026121.9843
24.7527121.9781,24.7527,121.9781,24.7527121.9781
24.7485121.9687,24.7485,121.9687,24.7485121.9687
24.6948121.9564,24.6948,121.9564,24.6948121.9564
24.7076121.9504,24.7076,121.9504,24.7076121.9504
24.6937121.9568,24.6937,121.9568,24.6937121.9568
24.6826121.9585,24.6826,121.9585,24.6826121.9585
24.6936121.9431,24.6936,121.9431,24.6936121.9431
24.6834121.9413,24.6834,121.9413,24.6834121.9413
24.6777121.9413,24.6777,121.9413,24.6777121.9413
24.6828121.9338,24.6828,121.9338,24.6828121.9338
24.7334121.9506,24.7334,121.9506,24.7334121.9506
24.7064121.9476,24.7064,121.9476,24.7064121.9476
24.7082121.9367,24.7082,121.9367,24.7082121.9367
24.6783121.9363,24.6783,121.9363,24.6783121.9363
24.6215121.8997,24.6215,121.8997,24.6215121.8997
24.6114121.9108,24.6114,121.9108,24.6114121.9108
24.6057121.9125,24.6057,121.9125,24.6057121.9125
24.5994121.9103,24.5994,121.9103,24.5994121.9103
24.6357121.9268,24.6357,121.9268,24.6357121.9268
24.6392121.9285,24.6392,121.9285,24.6392121.9285
24.6409121.9229,24.6409,121.9229,24.6409121.9229
24.642121.9344,24.642,121.9344,24.642121.9344
24.6671121.9269,24.6671,121.9269,24.6671121.9269
24.6534121.9341,24.6534,121.9341,24.6534121.9341
24.6681121.9456,24.6681,121.9456,24.6681121.9456
24.6709121.9241,24.6709,121.9241,24.6709121.9241
24.6819121.95,24.6819,121.95,24.6819121.95
24.6904121.9482,24.6904,121.9482,24.6904121.9482
24.6454121.9434,24.6454,121.9434,24.6454121.9434
24.6454121.9434,24.6454,121.9434,24.6454121.9434
24.6735121.9275,24.6735,121.9275,24.6735121.9275
24.6277121.941,24.6277,121.941,24.6277121.941
24.639121.9274,24.639,121.9274,24.639121.9274
24.6265121.9214,24.6265,121.9214,24.6265121.9214
24.6455121.9491,24.6455,121.9491,24.6455121.9491
24.6462121.9494,24.6462,121.9494,24.6462121.9494
24.6152121.9021,24.6152,121.9021,24.6152121.9021
24.6152121.9021,24.6152,121.9021,24.6152121.9021
24.6616121.925,24.6616,121.925,24.6616121.925
24.228121.7291,24.228,121.7291,24.228121.7291
24.2408121.7388,24.2408,121.7388,24.2408121.7388
24.2512121.7384,24.2512,121.7384,24.2512121.7384
24.2281121.7297,24.2281,121.7297,24.2281121.7297
24.735121.9746,24.735,121.9746,24.735121.9746
24.7394121.9672,24.7394,121.9672,24.7394121.9672
24.7422121.9559,24.7422,121.9559,24.7422121.9559
24.7311121.9481,24.7311,121.9481,24.7311121.9481
24.7286121.9521,24.7286,121.9521,24.7286121.9521
24.7206121.9607,24.7206,121.9607,24.7206121.9607
24.6671121.9404,24.6671,121.9404,24.6671121.9404
24.319121.7685,24.319,121.7685,24.319121.7685
24.2789121.7546,24.2789,121.7546,24.2789121.7546
24.3112121.7701,24.3112,121.7701,24.3112121.7701
24.3245121.7744,24.3245,121.7744,24.3245121.7744
24.3279121.7727,24.3279,121.7727,24.3279121.7727
24.3222121.7701,24.3222,121.7701,24.3222121.7701
24.3246121.7729,24.3246,121.7729,24.3246121.7729
24.3355121.778,24.3355,121.778,24.3355121.778
24.3124121.7679,24.3124,121.7679,24.3124121.7679
24.3326121.7813,24.3326,121.7813,24.3326121.7813
24.3478121.7884,24.3478,121.7884,24.3478121.7884
24.3303121.7773,24.3303,121.7773,24.3303121.7773
24.3202121.7727,24.3202,121.7727,24.3202121.7727
24.2172121.7271,24.2172,121.7271,24.2172121.7271
24.2381121.7336,24.2381,121.7336,24.2381121.7336
24.2153121.7304,24.2153,121.7304,24.2153121.7304
24.224121.727,24.224,121.727,24.224121.727
24.2116121.7146,24.2116,121.7146,24.2116121.7146
24.2076121.7193,24.2076,121.7193,24.2076121.7193
24.1981121.7171,24.1981,121.7171,24.1981121.7171
24.2131121.7196,24.2131,121.7196,24.2131121.7196
24.1738121.7046,24.1738,121.7046,24.1738121.7046
24.1901121.7094,24.1901,121.7094,24.1901121.7094
24.1992121.7196,24.1992,121.7196,24.1992121.7196
24.1855121.7118,24.1855,121.7118,24.1855121.7118
24.1534121.705,24.1534,121.705,24.1534121.705
24.1629121.7018,24.1629,121.7018,24.1629121.7018
24.198121.7175,24.198,121.7175,24.198121.7175
24.2014121.7187,24.2014,121.7187,24.2014121.7187
24.2015121.7313,24.2015,121.7313,24.2015121.7313
24.2248121.7349,24.2248,121.7349,24.2248121.7349
24.1765121.7066,24.1765,121.7066,24.1765121.7066
24.1975121.7141,24.1975,121.7141,24.1975121.7141
24.234121.7368,24.234,121.7368,24.234121.7368
24.2341121.7378,24.2341,121.7378,24.2341121.7378
24.2381121.7362,24.2381,121.7362,24.2381121.7362
24.2177121.7305,24.2177,121.7305,24.2177121.7305
24.3623121.8092,24.3623,121.8092,24.3623121.8092
24.3801121.8182,24.3801,121.8182,24.3801121.8182
24.3683121.8101,24.3683,121.8101,24.3683121.8101
24.3914121.804,24.3914,121.804,24.3914121.804
24.3933121.806,24.3933,121.806,24.3933121.806
24.3836121.8043,24.3836,121.8043,24.3836121.8043
24.3806121.8029,24.3806,121.8029,24.3806121.8029
24.3564121.7916,24.3564,121.7916,24.3564121.7916
24.3606121.7935,24.3606,121.7935,24.3606121.7935
24.3596121.793,24.3596,121.793,24.3596121.793
24.3694121.7918,24.3694,121.7918,24.3694121.7918
24.3647121.7906,24.3647,121.7906,24.3647121.7906
24.3862121.7943,24.3862,121.7943,24.3862121.7943
24.3607121.7906,24.3607,121.7906,24.3607121.7906
24.3635121.804,24.3635,121.804,24.3635121.804
24.3635121.804,24.3635,121.804,24.3635121.804
24.4034121.8034,24.4034,121.8034,24.4034121.8034
24.4071121.8138,24.4071,121.8138,24.4071121.8138
24.3983121.8097,24.3983,121.8097,24.3983121.8097
24.4325121.8186,24.4325,121.8186,24.4325121.8186
24.3939121.8022,24.3939,121.8022,24.3939121.8022
24.3789121.822,24.3789,121.822,24.3789121.822
24.3878121.8208,24.3878,121.8208,24.3878121.8208
24.4026121.8106,24.4026,121.8106,24.4026121.8106
24.3791121.8087,24.3791,121.8087,24.3791121.8087
24.4022121.8129,24.4022,121.8129,24.4022121.8129
24.3893121.8069,24.3893,121.8069,24.3893121.8069
24.4174121.8214,24.4174,121.8214,24.4174121.8214
24.3679121.8016,24.3679,121.8016,24.3679121.8016
24.3606121.796,24.3606,121.796,24.3606121.796
24.3603121.8044,24.3603,121.8044,24.3603121.8044
24.3566121.7968,24.3566,121.7968,24.3566121.7968
24.393121.7997,24.393,121.7997,24.393121.7997
24.3722121.7905,24.3722,121.7905,24.3722121.7905
24.3704121.8093,24.3704,121.8093,24.3704121.8093
24.3699121.8064,24.3699,121.8064,24.3699121.8064
24.3529121.7965,24.3529,121.7965,24.3529121.7965
24.3846121.7966,24.3846,121.7966,24.3846121.7966
24.3804121.7948,24.3804,121.7948,24.3804121.7948
24.3747121.7928,24.3747,121.7928,24.3747121.7928
24.4108121.7977,24.4108,121.7977,24.4108121.7977
24.4051121.8033,24.4051,121.8033,24.4051121.8033
24.397121.8145,24.397,121.8145,24.397121.8145
24.6809121.9723,24.6809,121.9723,24.6809121.9723
24.6871121.9635,24.6871,121.9635,24.6871121.9635
24.6874121.9337,24.6874,121.9337,24.6874121.9337
24.6837121.9387,24.6837,121.9387,24.6837121.9387
24.6854121.9339,24.6854,121.9339,24.6854121.9339
24.7159121.9417,24.7159,121.9417,24.7159121.9417
24.7102121.9501,24.7102,121.9501,24.7102121.9501
24.6956121.9464,24.6956,121.9464,24.6956121.9464
24.714121.9458,24.714,121.9458,24.714121.9458
24.6954121.9783,24.6954,121.9783,24.6954121.9783
24.7163121.9469,24.7163,121.9469,24.7163121.9469
24.7103121.9715,24.7103,121.9715,24.7103121.9715
24.696121.9211,24.696,121.9211,24.696121.9211
24.6821121.94,24.6821,121.94,24.6821121.94
24.6753121.9359,24.6753,121.9359,24.6753121.9359
24.4299121.8179,24.4299,121.8179,24.4299121.8179
24.4143121.8432,24.4143,121.8432,24.4143121.8432
24.4149121.8341,24.4149,121.8341,24.4149121.8341
24.4839121.8444,24.4839,121.8444,24.4839121.8444
24.3799121.8169,24.3799,121.8169,24.3799121.8169
24.3946121.8209,24.3946,121.8209,24.3946121.8209
24.3588121.8032,24.3588,121.8032,24.3588121.8032
24.3902121.8096,24.3902,121.8096,24.3902121.8096
24.3748121.7917,24.3748,121.7917,24.3748121.7917
24.3827121.7925,24.3827,121.7925,24.3827121.7925
24.3018121.7616,24.3018,121.7616,24.3018121.7616
24.2842121.7566,24.2842,121.7566,24.2842121.7566
24.2852121.7593,24.2852,121.7593,24.2852121.7593
24.2866121.752,24.2866,121.752,24.2866121.752
24.2984121.761,24.2984,121.761,24.2984121.761
24.2899121.7584,24.2899,121.7584,24.2899121.7584
24.2899121.7596,24.2899,121.7596,24.2899121.7596
24.427121.825,24.427,121.825,24.427121.825
24.3809121.8088,24.3809,121.8088,24.3809121.8088
24.456121.84,24.456,121.84,24.456121.84
24.3963121.8037,24.3963,121.8037,24.3963121.8037
24.318121.8632,24.318,121.8632,24.318121.8632
24.4853121.8601,24.4853,121.8601,24.4853121.8601
24.4997121.8404,24.4997,121.8404,24.4997121.8404
24.4875121.871,24.4875,121.871,24.4875121.871
24.5362121.8696,24.5362,121.8696,24.5362121.8696
24.5618121.8951,24.5618,121.8951,24.5618121.8951
24.5434121.8781,24.5434,121.8781,24.5434121.8781
24.5642121.875,24.5642,121.875,24.5642121.875
24.5399121.8829,24.5399,121.8829,24.5399121.8829
24.523121.8614,24.523,121.8614,24.523121.8614
24.514121.8631,24.514,121.8631,24.514121.8631
24.5151121.8622,24.5151,121.8622,24.5151121.8622
24.536121.8794,24.536,121.8794,24.536121.8794
24.5187121.8727,24.5187,121.8727,24.5187121.8727
24.4924121.8596,24.4924,121.8596,24.4924121.8596
24.5059121.8606,24.5059,121.8606,24.5059121.8606
24.5283121.8956,24.5283,121.8956,24.5283121.8956
24.5484121.8774,24.5484,121.8774,24.5484121.8774
24.543121.8834,24.543,121.8834,24.543121.8834
24.5384121.9008,24.5384,121.9008,24.5384121.9008
24.6286121.9083,24.6286,121.9083,24.6286121.9083
24.6286121.9083,24.6286,121.9083,24.6286121.9083
24.5998121.8954,24.5998,121.8954,24.5998121.8954
24.5998121.8954,24.5998,121.8954,24.5998121.8954
24.579121.9244,24.579,121.9244,24.579121.9244
24.5863121.9282,24.5863,121.9282,24.5863121.9282
24.6747121.9338,24.6747,121.9338,24.6747121.9338
24.6479121.9266,24.6479,121.9266,24.6479121.9266
24.7061121.9505,24.7061,121.9505,24.7061121.9505
24.6761121.93,24.6761,121.93,24.6761121.93
24.6976121.927,24.6976,121.927,24.6976121.927
24.7067121.9251,24.7067,121.9251,24.7067121.9251
24.5515121.8835,24.5515,121.8835,24.5515121.8835
24.6448121.802,24.6448,121.802,24.6448121.802
24.6573121.8055,24.6573,121.8055,24.6573121.8055
24.5366121.8856,24.5366,121.8856,24.5366121.8856
24.5407121.8938,24.5407,121.8938,24.5407121.8938
24.8192121.9955,24.8192,121.9955,24.8192121.9955
24.7766121.976,24.7766,121.976,24.7766121.976
24.8158122.0175,24.8158,122.0175,24.8158122.0175
24.7435122.0235,24.7435,122.0235,24.7435122.0235
24.7674121.9796,24.7674,121.9796,24.7674121.9796
24.7541121.9858,24.7541,121.9858,24.7541121.9858
24.7476121.9988,24.7476,121.9988,24.7476121.9988
24.6396121.9074,24.6396,121.9074,24.6396121.9074
24.6153121.9354,24.6153,121.9354,24.6153121.9354
24.6146121.935,24.6146,121.935,24.6146121.935
24.6357121.9164,24.6357,121.9164,24.6357121.9164
24.6575121.9145,24.6575,121.9145,24.6575121.9145
24.6561121.9139,24.6561,121.9139,24.6561121.9139
24.6561121.9184,24.6561,121.9184,24.6561121.9184
24.271121.7951,24.271,121.7951,24.271121.7951
24.1156121.6826,24.1156,121.6826,24.1156121.6826
24.1227121.6805,24.1227,121.6805,24.1227121.6805
24.1663121.698,24.1663,121.698,24.1663121.698
24.612121.9082,24.612,121.9082,24.612121.9082
24.6163121.9102,24.6163,121.9102,24.6163121.9102
24.6381121.9326,24.6381,121.9326,24.6381121.9326
24.6171121.9225,24.6171,121.9225,24.6171121.9225
24.6433121.9193,24.6433,121.9193,24.6433121.9193
24.6384121.9171,24.6384,121.9171,24.6384121.9171
24.6498121.9241,24.6498,121.9241,24.6498121.9241
24.5423121.8739,24.5423,121.8739,24.5423121.8739
24.5327121.871,24.5327,121.871,24.5327121.871
24.5439121.8824,24.5439,121.8824,24.5439121.8824
24.5298121.8654,24.5298,121.8654,24.5298121.8654
24.5384121.855,24.5384,121.855,24.5384121.855
24.5263121.8631,24.5263,121.8631,24.5263121.8631
24.5408121.8753,24.5408,121.8753,24.5408121.8753
24.52121.8807,24.52,121.8807,24.52121.8807
24.5161121.884,24.5161,121.884,24.5161121.884
24.5277121.8783,24.5277,121.8783,24.5277121.8783
24.497121.8555,24.497,121.8555,24.497121.8555
24.0831121.8334,24.0831,121.8334,24.0831121.8334
24.2217121.7325,24.2217,121.7325,24.2217121.7325
24.2314121.7275,24.2314,121.7275,24.2314121.7275
24.2443121.7325,24.2443,121.7325,24.2443121.7325
24.202121.7144,24.202,121.7144,24.202121.7144
24.1274121.6848,24.1274,121.6848,24.1274121.6848
24.0983121.669,24.0983,121.669,24.0983121.669
24.1223121.6815,24.1223,121.6815,24.1223121.6815
24.0777121.6611,24.0777,121.6611,24.0777121.6611
24.2263121.7315,24.2263,121.7315,24.2263121.7315
24.2241121.7255,24.2241,121.7255,24.2241121.7255
24.1869121.7202,24.1869,121.7202,24.1869121.7202
24.199121.7195,24.199,121.7195,24.199121.7195
24.2293121.7305,24.2293,121.7305,24.2293121.7305
24.2565121.7566,24.2565,121.7566,24.2565121.7566
